mir,GO,gene
miR-21,GO:2000463~positive regulation of excitatory postsynaptic potential,PTEN
miR-21,GO:2000808~negative regulation of synaptic vesicle clustering,PTEN
miR-21,GO:2001235~positive regulation of apoptotic signaling pathway<COMMA>,PTEN
miR-21,GO:0006470~protein dephosphorylation,PTPN1
miR-21,GO:0006987~activation of signaling protein activity involved in unfolded protein response,PTPN1
miR-21,GO:0007257~activation of JUN kinase activity,PTPN1
miR-21,GO:0008286~insulin receptor signaling pathway,PTPN1
miR-21,GO:0009966~regulation of signal transduction,PTPN1
miR-21,GO:0009968~negative regulation of signal transduction,PTPN1
miR-21,GO:0030100~regulation of endocytosis,PTPN1
miR-21,GO:0030948~negative regulation of vascular endothelial growth factor receptor signaling pathway,PTPN1
miR-21,GO:0030968~endoplasmic reticulum unfolded protein response,PTPN1
miR-21,GO:0031532~actin cytoskeleton reorganization,PTPN1
miR-21,GO:0033157~regulation of intracellular protein transport,PTPN1
miR-21,GO:0035335~peptidyl-tyrosine dephosphorylation,PTPN1
miR-21,GO:0035791~platelet-derived growth factor receptor-beta signaling pathway,PTPN1
miR-21,GO:0036498~IRE1-mediated unfolded protein response,PTPN1
miR-21,GO:0043407~negative regulation of MAP kinase activity,PTPN1
miR-21,GO:0046626~regulation of insulin receptor signaling pathway,PTPN1
miR-21,GO:0046627~negative regulation of insulin receptor signaling pathway,PTPN1
miR-21,GO:0060338~regulation of type I interferon-mediated signaling pathway,PTPN1
miR-21,GO:0060397~JAK-STAT cascade involved in growth hormone signaling pathway,PTPN1
miR-21,GO:0061098~positive regulation of protein tyrosine kinase activity,PTPN1
miR-21,GO:0070373~negative regulation of ERK1 and ERK2 cascade,PTPN1
miR-21,GO:0098609~cell-cell adhesion,PTPN1
miR-21,GO:1902202~regulation of hepatocyte growth factor receptor signaling pathway,PTPN1
miR-21,GO:1902236~negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,PTPN1
miR-21,GO:1903896~positive regulation of IRE1-mediated unfolded protein response,PTPN1
miR-21,GO:1903898~negative regulation of PERK-mediated unfolded protein response,PTPN1
miR-21,GO:1990264~peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity,PTPN1
miR-21,GO:2000646~positive regulation of receptor catabolic process<COMMA>,PTPN1
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PTPN2
miR-21,GO:0008285~negative regulation of cell proliferation,PTPN2
miR-21,GO:0008286~insulin receptor signaling pathway,PTPN2
miR-21,GO:0010804~negative regulation of tumor necrosis factor-mediated signaling pathway,PTPN2
miR-21,GO:0010888~negative regulation of lipid storage,PTPN2
miR-21,GO:0030183~B cell differentiation,PTPN2
miR-21,GO:0030217~T cell differentiation,PTPN2
miR-21,GO:0030218~erythrocyte differentiation,PTPN2
miR-21,GO:0035335~peptidyl-tyrosine dephosphorylation,PTPN2
miR-21,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,PTPN2
miR-21,GO:0042512~negative regulation of tyrosine phosphorylation of Stat1 protein,PTPN2
miR-21,GO:0042518~negative regulation of tyrosine phosphorylation of Stat3 protein,PTPN2
miR-21,GO:0042524~negative regulation of tyrosine phosphorylation of Stat5 protein,PTPN2
miR-21,GO:0042527~negative regulation of tyrosine phosphorylation of Stat6 protein,PTPN2
miR-21,GO:0042593~glucose homeostasis,PTPN2
miR-21,GO:0045650~negative regulation of macrophage differentiation,PTPN2
miR-21,GO:0045722~positive regulation of gluconeogenesis,PTPN2
miR-21,GO:0046627~negative regulation of insulin receptor signaling pathway,PTPN2
miR-21,GO:0050728~negative regulation of inflammatory response,PTPN2
miR-21,GO:0050860~negative regulation of T cell receptor signaling pathway,PTPN2
miR-21,GO:0050922~negative regulation of chemotaxis,PTPN2
miR-21,GO:0060334~regulation of interferon-gamma-mediated signaling pathway,PTPN2
miR-21,GO:0060336~negative regulation of interferon-gamma-mediated signaling pathway,PTPN2
miR-21,GO:0060339~negative regulation of type I interferon-mediated signaling pathway,PTPN2
miR-21,GO:0061099~negative regulation of protein tyrosine kinase activity,PTPN2
miR-21,GO:0070104~negative regulation of interleukin-6-mediated signaling pathway,PTPN2
miR-21,GO:0070373~negative regulation of ERK1 and ERK2 cascade,PTPN2
miR-21,GO:1902202~regulation of hepatocyte growth factor receptor signaling pathway,PTPN2
miR-21,GO:1902206~negative regulation of interleukin-2-mediated signaling pathway,PTPN2
miR-21,GO:1902212~negative regulation of prolactin signaling pathway,PTPN2
miR-21,GO:1902215~negative regulation of interleukin-4-mediated signaling pathway,PTPN2
miR-21,GO:1902227~negative regulation of macrophage colony-stimulating factor signaling pathway,PTPN2
miR-21,GO:1902233~negative regulation of positive thymic T cell selection,PTPN2
miR-21,GO:1902237~positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,PTPN2
miR-21,GO:1903899~positive regulation of PERK-mediated unfolded protein response,PTPN2
miR-21,GO:2000587~negative regulation of platelet-derived growth factor receptor-beta signaling pathway<COMMA>,PTPN2
miR-21,GO:0006470~protein dephosphorylation,PTPRT
miR-21,GO:0007155~cell adhesion,PTPRT
miR-21,GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,PTPRT
miR-21,GO:0007165~signal transduction,PTPRT
miR-21,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,PTPRT
miR-21,GO:0035335~peptidyl-tyrosine dephosphorylation<COMMA>,PTPRT
miR-21,GO:0001878~response to yeast,PTX3
miR-21,GO:0006954~inflammatory response,PTX3
miR-21,GO:0008228~opsonization,PTX3
miR-21,GO:0044869~negative regulation by host of viral exo-alpha-sialidase activity,PTX3
miR-21,GO:0044871~negative regulation by host of viral glycoprotein metabolic process,PTX3
miR-21,GO:0045087~innate immune response,PTX3
miR-21,GO:0045429~positive regulation of nitric oxide biosynthetic process,PTX3
miR-21,GO:0046597~negative regulation of viral entry into host cell,PTX3
miR-21,GO:0050766~positive regulation of phagocytosis,PTX3
miR-21,GO:1903016~negative regulation of exo-alpha-sialidase activity,PTX3
miR-21,GO:1903019~negative regulation of glycoprotein metabolic process<COMMA>,PTX3
miR-21,GO:0001570~vasculogenesis,QKI
miR-21,GO:0006397~mRNA processing,QKI
miR-21,GO:0007286~spermatid development,QKI
miR-21,GO:0008380~RNA splicing,QKI
miR-21,GO:0010628~positive regulation of gene expression,QKI
miR-21,GO:0042552~myelination,QKI
miR-21,GO:0042692~muscle cell differentiation,QKI
miR-21,GO:0042759~long-chain fatty acid biosynthetic process,QKI
miR-21,GO:0051028~mRNA transport,QKI
miR-21,GO:0061158~3'-UTR-mediated mRNA destabilization<COMMA>,QKI
miR-21,GO:0007264~small GTPase mediated signal transduction,RAB15
miR-21,GO:0015031~protein transport,RAB15
miR-21,GO:1903307~positive regulation of regulated secretory pathway<COMMA>,RAB15
miR-21,GO:0006897~endocytosis,RAB22A
miR-21,GO:0007032~endosome organization,RAB22A
miR-21,GO:0007264~small GTPase mediated signal transduction,RAB22A
miR-21,GO:0015031~protein transport,RAB22A
miR-21,GO:0097494~regulation of vesicle size<COMMA>,RAB22A
miR-21,GO:0000730~DNA recombinase assembly,RAD52
miR-21,GO:0006281~DNA repair,RAD52
miR-21,GO:0006302~double-strand break repair,RAD52
miR-21,GO:0006310~DNA recombination,RAD52
miR-21,GO:0006974~cellular response to DNA damage stimulus,RAD52
miR-21,GO:0010792~DNA double-strand break processing involved in repair via single-strand annealing,RAD52
miR-21,GO:0016925~protein sumoylation,RAD52
miR-21,GO:0034599~cellular response to oxidative stress,RAD52
miR-21,GO:0045002~double-strand break repair via single-strand annealing,RAD52
miR-21,GO:2000819~regulation of nucleotide-excision repair<COMMA>,RAD52
miR-21,GO:0000165~MAPK cascade,RASA1
miR-21,GO:0000281~mitotic cytokinesis,RASA1
miR-21,GO:0001570~vasculogenesis,RASA1
miR-21,GO:0001953~negative regulation of cell-matrix adhesion,RASA1
miR-21,GO:0007162~negative regulation of cell adhesion,RASA1
miR-21,GO:0007165~signal transduction,RASA1
miR-21,GO:0008360~regulation of cell shape,RASA1
miR-21,GO:0009790~embryo development,RASA1
miR-21,GO:0030833~regulation of actin filament polymerization,RASA1
miR-21,GO:0035556~intracellular signal transduction,RASA1
miR-21,GO:0043524~negative regulation of neuron apoptotic process,RASA1
miR-21,GO:0043547~positive regulation of GTPase activity,RASA1
miR-21,GO:0046580~negative regulation of Ras protein signal transduction,RASA1
miR-21,GO:0048013~ephrin receptor signaling pathway,RASA1
miR-21,GO:0048514~blood vessel morphogenesis,RASA1
miR-21,GO:0051252~regulation of RNA metabolic process<COMMA>,RASA1
miR-21,GO:0000165~MAPK cascade,RASGRP1
miR-21,GO:0001816~cytokine production,RASGRP1
miR-21,GO:0001934~positive regulation of protein phosphorylation,RASGRP1
miR-21,GO:0002437~inflammatory response to antigenic stimulus,RASGRP1
miR-21,GO:0007165~signal transduction,RASGRP1
miR-21,GO:0007265~Ras protein signal transduction,RASGRP1
miR-21,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,RASGRP1
miR-21,GO:0030154~cell differentiation,RASGRP1
miR-21,GO:0032252~secretory granule localization,RASGRP1
miR-21,GO:0032725~positive regulation of granulocyte macrophage colony-stimulating factor production,RASGRP1
miR-21,GO:0032760~positive regulation of tumor necrosis factor production,RASGRP1
miR-21,GO:0032825~positive regulation of natural killer cell differentiation,RASGRP1
miR-21,GO:0033089~positive regulation of T cell differentiation in thymus,RASGRP1
miR-21,GO:0043303~mast cell degranulation,RASGRP1
miR-21,GO:0043406~positive regulation of MAP kinase activity,RASGRP1
miR-21,GO:0043547~positive regulation of GTPase activity,RASGRP1
miR-21,GO:0045954~positive regulation of natural killer cell mediated cytotoxicity,RASGRP1
miR-21,GO:0046330~positive regulation of JNK cascade,RASGRP1
miR-21,GO:0046579~positive regulation of Ras protein signal transduction,RASGRP1
miR-21,GO:0047496~vesicle transport along microtubule,RASGRP1
miR-21,GO:0051259~protein oligomerization,RASGRP1
miR-21,GO:0070372~regulation of ERK1 and ERK2 cascade,RASGRP1
miR-21,GO:0070374~positive regulation of ERK1 and ERK2 cascade,RASGRP1
miR-21,GO:0090630~activation of GTPase activity,RASGRP1
miR-21,GO:1900274~regulation of phospholipase C activity,RASGRP1
miR-21,GO:1900744~regulation of p38MAPK cascade,RASGRP1
miR-21,GO:1902715~positive regulation of interferon-gamma secretion<COMMA>,RASGRP1
miR-21,GO:0000075~cell cycle checkpoint,RB1
miR-21,GO:0000082~G1/S transition of mitotic cell cycle,RB1
miR-21,GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle,RB1
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,RB1
miR-21,GO:0001558~regulation of cell growth,RB1
miR-21,GO:0001894~tissue homeostasis,RB1
miR-21,GO:0006338~chromatin remodeling,RB1
miR-21,GO:0006351~transcription<COMMA> DNA-templated,RB1
miR-21,GO:0006357~regulation of transcription from RNA polymerase II promoter,RB1
miR-21,GO:0006469~negative regulation of protein kinase activity,RB1
miR-21,GO:0006915~apoptotic process,RB1
miR-21,GO:0007050~cell cycle arrest,RB1
miR-21,GO:0007070~negative regulation of transcription from RNA polymerase II promoter during mitosis,RB1
miR-21,GO:0007093~mitotic cell cycle checkpoint,RB1
miR-21,GO:0007265~Ras protein signal transduction,RB1
miR-21,GO:0007346~regulation of mitotic cell cycle,RB1
miR-21,GO:0008285~negative regulation of cell proliferation,RB1
miR-21,GO:0010629~negative regulation of gene expression,RB1
miR-21,GO:0016032~viral process,RB1
miR-21,GO:0016569~covalent chromatin modification,RB1
miR-21,GO:0030521~androgen receptor signaling pathway,RB1
miR-21,GO:0031134~sister chromatid biorientation,RB1
miR-21,GO:0031175~neuron projection development,RB1
miR-21,GO:0034088~maintenance of mitotic sister chromatid cohesion,RB1
miR-21,GO:0034349~glial cell apoptotic process,RB1
miR-21,GO:0035914~skeletal muscle cell differentiation,RB1
miR-21,GO:0042551~neuron maturation,RB1
miR-21,GO:0043353~enucleate erythrocyte differentiation,RB1
miR-21,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,RB1
miR-21,GO:0043550~regulation of lipid kinase activity,RB1
miR-21,GO:0045445~myoblast differentiation,RB1
miR-21,GO:0045651~positive regulation of macrophage differentiation,RB1
miR-21,GO:0045842~positive regulation of mitotic metaphase/anaphase transition,RB1
miR-21,GO:0045879~negative regulation of smoothened signaling pathway,RB1
miR-21,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,RB1
miR-21,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,RB1
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,RB1
miR-21,GO:0048565~digestive tract development,RB1
miR-21,GO:0048667~cell morphogenesis involved in neuron differentiation,RB1
miR-21,GO:0050680~negative regulation of epithelial cell proliferation,RB1
miR-21,GO:0051146~striated muscle cell differentiation,RB1
miR-21,GO:0051301~cell division,RB1
miR-21,GO:0051402~neuron apoptotic process,RB1
miR-21,GO:0051726~regulation of cell cycle,RB1
miR-21,GO:0071459~protein localization to chromosome<COMMA> centromeric region,RB1
miR-21,GO:0071466~cellular response to xenobiotic stimulus,RB1
miR-21,GO:0071922~regulation of cohesin loading,RB1
miR-21,GO:0071930~negative regulation of transcription involved in G1/S transition of mitotic cell cycle,RB1
miR-21,GO:0090230~regulation of centromere complex assembly,RB1
miR-21,GO:0097284~hepatocyte apoptotic process,RB1
miR-21,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,RB1
miR-21,GO:2000679~positive regulation of transcription regulatory region DNA binding<COMMA>,RB1
miR-21,GO:0001523~retinoid metabolic process,RBP2
miR-21,GO:0006776~vitamin A metabolic process,RBP2
miR-21,GO:0006810~transport,RBP2
miR-21,GO:0008544~epidermis development<COMMA>,RBP2
miR-21,GO:0001955~blood vessel maturation,RECK
miR-21,GO:0007566~embryo implantation,RECK
miR-21,GO:0030198~extracellular matrix organization,RECK
miR-21,GO:0030336~negative regulation of cell migration,RECK
miR-21,GO:0035115~embryonic forelimb morphogenesis,RECK
miR-21,GO:1904684~negative regulation of metalloendopeptidase activity<COMMA>,RECK
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,REST
miR-21,GO:0002244~hematopoietic progenitor cell differentiation,REST
miR-21,GO:0006351~transcription<COMMA> DNA-templated,REST
miR-21,GO:0006355~regulation of transcription<COMMA> DNA-templated,REST
miR-21,GO:0006366~transcription from RNA polymerase II promoter,REST
miR-21,GO:0008285~negative regulation of cell proliferation,REST
miR-21,GO:0010629~negative regulation of gene expression,REST
miR-21,GO:0032348~negative regulation of aldosterone biosynthetic process,REST
miR-21,GO:0035690~cellular response to drug,REST
miR-21,GO:0043065~positive regulation of apoptotic process,REST
miR-21,GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,REST
miR-21,GO:0043922~negative regulation by host of viral transcription,REST
miR-21,GO:0045665~negative regulation of neuron differentiation,REST
miR-21,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,REST
miR-21,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,REST
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,REST
miR-21,GO:0045955~negative regulation of calcium ion-dependent exocytosis,REST
miR-21,GO:0046676~negative regulation of insulin secretion,REST
miR-21,GO:0050768~negative regulation of neurogenesis,REST
miR-21,GO:0060379~cardiac muscle cell myoblast differentiation,REST
miR-21,GO:0070933~histone H4 deacetylation,REST
miR-21,GO:0071257~cellular response to electrical stimulus,REST
miR-21,GO:0071385~cellular response to glucocorticoid stimulus,REST
miR-21,GO:0071805~potassium ion transmembrane transport,REST
miR-21,GO:2000065~negative regulation of cortisol biosynthetic process,REST
miR-21,GO:2000706~negative regulation of dense core granule biogenesis,REST
miR-21,GO:2000740~negative regulation of mesenchymal stem cell differentiation,REST
miR-21,GO:2000798~negative regulation of amniotic stem cell differentiation<COMMA>,REST
miR-21,GO:0000165~MAPK cascade,RET
miR-21,GO:0001657~ureteric bud development,RET
miR-21,GO:0001755~neural crest cell migration,RET
miR-21,GO:0001838~embryonic epithelial tube formation,RET
miR-21,GO:0006468~protein phosphorylation,RET
miR-21,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,RET
miR-21,GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,RET
miR-21,GO:0007158~neuron cell-cell adhesion,RET
miR-21,GO:0007165~signal transduction,RET
miR-21,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,RET
miR-21,GO:0007497~posterior midgut development,RET
miR-21,GO:0010976~positive regulation of neuron projection development,RET
